                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.63572,                0.42818,                0.82665,                0.93469,                0.92301,                0.94767,                0.78516,                0.75234,                0.42465,                0.91888,             0.00055754,             0.00055754,             0.00055754
                    156,                0.64597,                0.43144,                0.83375,                0.92192,                0.92343,                0.94004,                 0.7768,                0.75343,                0.42549,                0.91594,             0.00055188,             0.00055188,             0.00055188
                    157,                0.64859,                0.42997,                 0.8339,                0.93333,                0.92386,                0.94878,                 0.7794,                0.74378,                0.43072,                0.91289,             0.00054622,             0.00054622,             0.00054622
                    158,                0.63771,                0.42154,                0.82633,                0.94527,                0.92063,                0.95574,                0.78792,                  0.753,                0.41152,                0.91671,             0.00054056,             0.00054056,             0.00054056
                    159,                  0.643,                0.43013,                0.82756,                0.93805,                  0.903,                0.94386,                0.77927,                0.75164,                0.42435,                0.91373,              0.0005349,              0.0005349,              0.0005349
                    160,                0.64163,                0.42345,                0.82737,                0.91822,                0.92327,                0.94787,                0.78173,                0.74783,                0.41438,                0.91667,             0.00052924,             0.00052924,             0.00052924
                    161,                0.64047,                0.42221,                0.82691,                0.90612,                0.92583,                0.94531,                0.77779,                0.73844,                0.41069,                0.90924,             0.00052359,             0.00052359,             0.00052359
                    162,                0.62337,                0.41182,                0.82504,                0.92443,                0.92578,                0.94564,                0.78067,                0.73011,                0.41663,                0.90723,             0.00051793,             0.00051793,             0.00051793
                    163,                0.63443,                0.41892,                0.82287,                 0.9557,                0.91436,                0.95225,                0.78556,                0.73594,                0.41329,                0.91122,             0.00051227,             0.00051227,             0.00051227
                    164,                0.65201,                0.42429,                0.83277,                0.90895,                0.93881,                0.94863,                0.78398,                0.72234,                0.40383,                 0.8994,             0.00050661,             0.00050661,             0.00050661
                    165,                0.64427,                0.42529,                0.82969,                0.92875,                0.90412,                0.94589,                 0.7764,                0.73792,                 0.4036,                0.91072,             0.00050095,             0.00050095,             0.00050095
                    166,                0.65337,                0.43505,                0.83577,                0.89333,                0.93893,                0.94473,                0.77433,                0.75268,                0.43023,                0.91301,             0.00049529,             0.00049529,             0.00049529
                    167,                0.64793,                 0.4277,                0.83511,                0.92644,                0.91528,                0.94689,                0.77922,                0.73143,                0.41616,                0.90266,             0.00048963,             0.00048963,             0.00048963
                    168,                0.64534,                0.43075,                 0.8306,                0.92929,                0.91999,                0.94038,                0.77998,                 0.7338,                 0.4048,                0.90804,             0.00048397,             0.00048397,             0.00048397
                    169,                0.63583,                0.41991,                0.83029,                0.92048,                0.93685,                0.94354,                0.78467,                0.72145,                0.40613,                0.90564,             0.00047831,             0.00047831,             0.00047831
                    170,                0.63741,                0.41519,                0.82527,                0.93309,                0.93739,                 0.9513,                0.78908,                0.72011,                0.40771,                 0.9021,             0.00047266,             0.00047266,             0.00047266
                    171,                0.63209,                0.41099,                0.82681,                0.93875,                0.93228,                0.94102,                0.77702,                0.72972,                0.41271,                0.90981,               0.000467,               0.000467,               0.000467
                    172,                0.63191,                0.41503,                0.82992,                0.91329,                0.93511,                0.94502,                0.78113,                 0.7294,                0.41252,                0.90277,             0.00046134,             0.00046134,             0.00046134
                    173,                 0.6414,                 0.4166,                0.83185,                0.90995,                0.93186,                0.93564,                0.77687,                0.72953,                0.41765,                0.90271,             0.00045568,             0.00045568,             0.00045568
                    174,                0.63148,                0.41554,                0.82635,                0.91706,                0.93424,                0.93254,                0.77306,                0.72259,                0.40336,                0.89701,             0.00045002,             0.00045002,             0.00045002
                    175,                 0.6306,                0.41771,                0.82522,                0.93404,                 0.9173,                 0.9325,                0.77462,                 0.7192,                 0.3976,                0.90071,             0.00044436,             0.00044436,             0.00044436
                    176,                0.62509,                0.41532,                 0.8308,                0.92906,                0.93462,                0.93305,                0.77269,                0.72618,                0.41004,                0.90427,              0.0004387,              0.0004387,              0.0004387
                    177,                0.63155,                0.41527,                0.82457,                0.91588,                0.93987,                0.93586,                0.77407,                0.73117,                0.41787,                0.90555,             0.00043304,             0.00043304,             0.00043304
                    178,                0.62755,                  0.422,                0.82762,                0.91678,                0.94045,                0.93646,                0.77317,                0.73165,                0.42046,                0.91175,             0.00042739,             0.00042739,             0.00042739
                    179,                0.62191,                0.41211,                0.82634,                0.93239,                0.93426,                0.93665,                0.77191,                 0.7413,                0.41365,                0.92708,             0.00042173,             0.00042173,             0.00042173
                    180,                0.61665,                 0.4073,                0.82569,                  0.933,                0.94167,                0.94074,                0.77427,                0.73735,                0.41826,                 0.9229,             0.00041607,             0.00041607,             0.00041607
                    181,                0.62572,                 0.4118,                0.82726,                 0.9484,                0.90701,                 0.9477,                0.77917,                0.74024,                0.40497,                0.91355,             0.00041041,             0.00041041,             0.00041041
                    182,                0.62411,                0.40833,                0.82262,                 0.9394,                0.92541,                0.94849,                0.78398,                0.74568,                0.40573,                 0.9163,             0.00040475,             0.00040475,             0.00040475
                    183,                0.60724,                 0.4044,                0.82245,                0.92506,                0.92507,                0.94636,                0.78554,                0.74145,                0.40255,                0.91675,             0.00039909,             0.00039909,             0.00039909
                    184,                0.61623,                0.40953,                0.82668,                0.94255,                0.93011,                0.94647,                0.78715,                0.73218,                0.39829,                0.91249,             0.00039343,             0.00039343,             0.00039343
                    185,                0.61208,                0.40713,                0.82154,                0.93427,                0.93285,                0.94892,                0.79249,                0.72606,                0.39715,                0.91175,             0.00038777,             0.00038777,             0.00038777
                    186,                 0.6119,                0.40694,                0.82418,                0.92959,                0.93308,                0.95266,                0.78934,                0.74503,                0.38641,                0.91728,             0.00038211,             0.00038211,             0.00038211
                    187,                0.60908,                0.40408,                0.82882,                0.92295,                0.93758,                0.95161,                0.79208,                0.73527,                0.38529,                0.91864,             0.00037646,             0.00037646,             0.00037646
                    188,                0.61393,                0.40592,                0.82515,                0.93854,                0.93767,                0.95313,                0.79021,                0.72648,                 0.3847,                0.91135,              0.0003708,              0.0003708,              0.0003708
                    189,                0.61031,                0.40956,                 0.8237,                0.93309,                0.93982,                0.94984,                0.79135,                 0.7254,                0.38383,                0.90936,             0.00036514,             0.00036514,             0.00036514
                    190,                0.60738,                0.40064,                0.82489,                0.93968,                0.93667,                0.94844,                0.79032,                0.73417,                0.38318,                0.91244,             0.00035948,             0.00035948,             0.00035948
                    191,                0.59907,                 0.4003,                0.82445,                0.94588,                0.92589,                0.95141,                0.79285,                0.73017,                0.38056,                0.91271,             0.00035382,             0.00035382,             0.00035382
                    192,                0.60453,                0.39872,                0.82956,                0.93454,                 0.9381,                0.95383,                0.79177,                0.73406,                0.38913,                0.91224,             0.00034816,             0.00034816,             0.00034816
                    193,                 0.6011,                0.40019,                0.82342,                0.93137,                0.94297,                0.95335,                0.79163,                0.73586,                0.38824,                0.91897,              0.0003425,              0.0003425,              0.0003425
                    194,                0.60585,                0.39832,                  0.826,                0.91749,                0.94791,                0.95297,                0.79046,                0.72957,                0.38581,                0.91574,             0.00033684,             0.00033684,             0.00033684
                    195,                0.60161,                0.39979,                0.81946,                0.93653,                0.94147,                 0.9563,                 0.7973,                0.73543,                 0.4013,                 0.9151,             0.00033119,             0.00033119,             0.00033119
                    196,                0.60395,                0.40301,                 0.8209,                0.93596,                0.91603,                0.95479,                 0.7948,                0.73619,                 0.3975,                0.91224,             0.00032553,             0.00032553,             0.00032553
                    197,                0.59863,                0.39747,                0.82542,                0.93682,                0.92909,                 0.9557,                0.79121,                0.73513,                0.39107,                0.92097,             0.00031987,             0.00031987,             0.00031987
                    198,                  0.593,                0.39466,                0.82106,                 0.9587,                0.90622,                0.95562,                0.78964,                0.74042,                 0.3929,                0.92241,             0.00031421,             0.00031421,             0.00031421
                    199,                0.59435,                0.39268,                0.81994,                0.92728,                0.93692,                0.95544,                0.79007,                0.74669,                0.40212,                0.92196,             0.00030855,             0.00030855,             0.00030855
                    200,                0.59135,                0.39484,                0.82315,                0.92621,                0.93328,                0.95629,                0.79587,                0.73485,                0.39882,                0.91739,             0.00030289,             0.00030289,             0.00030289
                    201,                 0.5962,                0.39155,                0.82221,                0.93332,                0.93709,                0.95848,                0.79732,                0.73207,                0.39481,                0.91699,             0.00029723,             0.00029723,             0.00029723
                    202,                0.59986,                0.39547,                0.82086,                0.94026,                0.93747,                 0.9597,                0.80084,                 0.7243,                0.39354,                0.91124,             0.00029157,             0.00029157,             0.00029157
                    203,                0.59157,                0.39154,                0.82426,                0.94248,                0.93735,                0.95818,                0.79797,                0.74028,                0.39245,                0.91546,             0.00028591,             0.00028591,             0.00028591
                    204,                0.59457,                0.38923,                0.82005,                0.92784,                0.94441,                0.95914,                0.79909,                0.73587,                0.38719,                0.91354,             0.00028026,             0.00028026,             0.00028026
                    205,                0.58391,                0.38574,                0.81924,                0.93407,                0.93791,                 0.9478,                 0.7875,                0.72914,                0.39032,                0.91245,              0.0002746,              0.0002746,              0.0002746
                    206,                0.58607,                0.38765,                0.82384,                0.93006,                0.94189,                0.94652,                0.78364,                0.73887,                0.39113,                0.91301,             0.00026894,             0.00026894,             0.00026894
                    207,                0.58765,                0.38704,                0.81576,                0.93886,                0.93863,                0.95025,                0.79244,                0.72566,                0.38593,                0.90497,             0.00026328,             0.00026328,             0.00026328
                    208,                0.58807,                0.39266,                0.82251,                0.93724,                0.94028,                 0.9508,                0.79378,                0.72114,                0.39047,                0.90408,             0.00025762,             0.00025762,             0.00025762
                    209,                0.58745,                0.38561,                0.82403,                 0.9354,                0.94019,                0.95112,                0.79588,                0.72163,                0.39533,                0.90368,             0.00025196,             0.00025196,             0.00025196
                    210,                0.57871,                0.38359,                0.82245,                0.93749,                0.94163,                0.95025,                0.79511,                0.72594,                0.39471,                0.90521,              0.0002463,              0.0002463,              0.0002463
                    211,                0.57806,                0.38351,                0.81757,                0.92862,                0.94503,                0.94882,                0.79396,                0.73283,                0.39517,                  0.909,             0.00024064,             0.00024064,             0.00024064
                    212,                0.57321,                0.38294,                0.81949,                0.92735,                0.94451,                0.94738,                0.78941,                0.73117,                0.39254,                0.91357,             0.00023498,             0.00023498,             0.00023498
                    213,                0.57709,                0.38081,                0.82063,                0.92633,                0.94527,                0.94931,                0.79308,                0.72749,                0.39591,                 0.9115,             0.00022933,             0.00022933,             0.00022933
                    214,                0.57111,                0.37653,                0.81755,                0.93033,                0.94036,                0.95031,                0.79577,                0.72646,                0.39965,                0.91371,             0.00022367,             0.00022367,             0.00022367
                    215,                0.57387,                0.37827,                0.81791,                0.93534,                0.94014,                0.95115,                0.79447,                0.72945,                0.39991,                0.91308,             0.00021801,             0.00021801,             0.00021801
                    216,                0.56574,                0.37376,                0.81628,                0.92863,                0.94139,                0.94338,                0.79207,                0.72262,                0.39557,                0.90645,             0.00021235,             0.00021235,             0.00021235
                    217,                0.56845,                0.37132,                0.81805,                0.92802,                0.94676,                0.94565,                0.79168,                0.72391,                0.39249,                0.90779,             0.00020669,             0.00020669,             0.00020669
                    218,                0.56386,                0.37554,                0.81766,                0.92968,                0.93226,                0.94597,                0.79003,                0.72833,                0.39367,                0.91307,             0.00020103,             0.00020103,             0.00020103
                    219,                 0.5757,                0.38242,                0.81792,                0.91761,                0.94564,                0.94756,                0.79236,                0.72891,                0.40031,                0.91662,             0.00019537,             0.00019537,             0.00019537
                    220,                0.56724,                0.37168,                0.81598,                0.92558,                0.93762,                0.94814,                0.79115,                0.73061,                0.40556,                0.91709,             0.00018971,             0.00018971,             0.00018971
                    221,                0.57355,                0.37637,                0.81965,                0.92288,                0.93898,                0.94986,                0.79389,                0.72953,                0.40969,                0.91676,             0.00018406,             0.00018406,             0.00018406
                    222,                0.56273,                0.37215,                0.81907,                0.92481,                0.94326,                 0.9474,                0.79537,                0.72098,                0.39882,                 0.9124,              0.0001784,              0.0001784,              0.0001784
                    223,                0.56151,                0.37148,                 0.8169,                0.92421,                0.94325,                0.94763,                0.79583,                0.71936,                0.39755,                0.91197,             0.00017274,             0.00017274,             0.00017274
                    224,                0.56195,                0.37358,                0.81672,                0.93064,                0.94055,                0.94984,                0.79443,                 0.7203,                0.39448,                 0.9105,             0.00016708,             0.00016708,             0.00016708
                    225,                0.56487,                0.37646,                0.81364,                0.93151,                0.94049,                0.94864,                0.79423,                0.72082,                0.39961,                 0.9092,             0.00016142,             0.00016142,             0.00016142
                    226,                 0.5627,                0.36894,                0.81542,                0.93112,                0.94072,                0.94781,                0.79394,                0.71872,                0.40117,                 0.9085,             0.00015576,             0.00015576,             0.00015576
                    227,                0.56393,                0.37181,                0.81393,                0.92847,                0.94325,                0.94816,                0.79293,                 0.7193,                0.39933,                0.90912,              0.0001501,              0.0001501,              0.0001501
                    228,                0.55865,                0.37459,                0.81628,                0.92773,                0.94539,                0.95107,                0.79679,                0.72068,                0.40112,                0.91145,             0.00014444,             0.00014444,             0.00014444
                    229,                0.55361,                0.37555,                0.81302,                0.93465,                0.94174,                0.94996,                0.79628,                0.72052,                0.40072,                0.91189,             0.00013878,             0.00013878,             0.00013878
                    230,                0.55327,                0.36683,                0.81142,                0.92951,                0.94197,                0.95064,                0.79676,                0.72416,                0.39634,                0.91266,             0.00013313,             0.00013313,             0.00013313
                    231,                0.55416,                0.36953,                0.81282,                0.92738,                0.94251,                0.95021,                0.79285,                0.72445,                0.39426,                0.91458,             0.00012747,             0.00012747,             0.00012747
                    232,                0.55559,                0.36976,                0.81928,                0.91925,                0.94225,                0.94886,                0.79434,                0.72712,                 0.3987,                0.91695,             0.00012181,             0.00012181,             0.00012181
                    233,                0.55044,                0.36486,                0.81197,                 0.9238,                0.94256,                0.94708,                0.79317,                0.72667,                0.40144,                0.91645,             0.00011615,             0.00011615,             0.00011615
                    234,                0.55279,                0.36299,                0.81309,                 0.9199,                 0.9439,                0.94981,                0.79553,                0.72612,                0.39795,                0.91619,             0.00011049,             0.00011049,             0.00011049
                    235,                 0.5486,                0.36299,                0.81116,                0.92624,                0.94274,                0.94995,                0.79415,                0.72831,                0.40045,                0.91518,             0.00010483,             0.00010483,             0.00010483
                    236,                0.54871,                0.36746,                0.81604,                0.92796,                0.94164,                0.94831,                0.79245,                0.72603,                0.40133,                0.91223,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    237,                0.54754,                0.36352,                0.81305,                0.93043,                0.93251,                0.95137,                0.79511,                0.72216,                0.39994,                0.91108,             9.3514e-05,             9.3514e-05,             9.3514e-05
                    238,                0.54705,                0.35953,                0.80972,                0.92283,                0.94186,                0.95225,                0.79967,                0.72403,                0.39504,                0.91386,             8.7855e-05,             8.7855e-05,             8.7855e-05
                    239,                0.54303,                0.35865,                0.81623,                0.92457,                0.94268,                0.95164,                0.79744,                0.72649,                 0.3998,                0.91541,             8.2196e-05,             8.2196e-05,             8.2196e-05
                    240,                0.55699,                0.35843,                0.80057,                0.93501,                0.91944,                0.95093,                0.79475,                0.72486,                0.39546,                0.91448,             7.6537e-05,             7.6537e-05,             7.6537e-05
                    241,                0.53894,                0.34933,                0.80084,                0.92318,                0.92587,                0.94929,                0.79437,                0.72659,                0.39261,                0.91465,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    242,                0.53313,                0.34284,                0.80043,                0.92172,                0.94089,                0.94926,                0.79384,                0.72935,                0.39478,                0.91489,              6.522e-05,              6.522e-05,              6.522e-05
